品詞,単語,出現回数
名詞,おすすめ,108
名詞,プレイ,38
名詞,ゲーム,36
名詞,リメイク,25
名詞,バイオ,23
名詞,タイラント,22
名詞,re,21
名詞,h1,20
名詞,ゾンビ,20
名詞,クリア,19
名詞,レオン,17
名詞,クレア,14
名詞,ホラー,13
名詞,ストーリー,12
名詞,苦手,12
名詞,アクション,11
名詞,恐怖,10
名詞,編,10
名詞,作品,10
名詞,ホラーゲーム,9
名詞,敵,9
名詞,スタンダード,8
名詞,謎解き,8
名詞,探索,8
名詞,難易度,8
名詞,操作,8
名詞,シリーズ,8
名詞,動画,8
名詞,リッカー,7
名詞,警察署,7
名詞,セーブ,7
名詞,マップ,7
名詞,プレイヤー,7
名詞,体験,7
名詞,版,7
名詞,ー,7
名詞,ハードコア,6
名詞,バイオハザード,6
名詞,視点,6
名詞,セール,6
名詞,無限,6
名詞,原作,6
名詞,裏,6
名詞,購入,6
名詞,鬼ごっこ,5
名詞,緊張感,5
名詞,アイテム,5
名詞,制限,5
名詞,十分,5
名詞,当時,5
名詞,一番,5
名詞,最高,5
名詞,好き,5
名詞,バイオハザードシリーズ,4
名詞,h3,4
名詞,エイダ,4
名詞,弾薬,4
名詞,追跡,4
名詞,ps,4
名詞,達成感,4
名詞,克服,4
名詞,ロケ,4
名詞,絶妙,4
名詞,攻略,4
名詞,構成,4
名詞,初見,4
名詞,初代,4
名詞,シナリオ,4
名詞,ラン,4
名詞,表,4
名詞,演出,4
名詞,バランス,4
名詞,非常,4
名詞,調整,4
名詞,要素,4
名詞,参考,4
名詞,音,4
名詞,昔,4
名詞,ストレス,4
名詞,せい,4
名詞,わけ,4
名詞,全部,4
名詞,無理,4
名詞,ジャンプスケア,3
名詞,恐怖感,3
名詞,本作,3
名詞,ゲーム性,3
名詞,操作性,3
名詞,足音,3
名詞,good,3
名詞,今作,3
名詞,エイム,3
名詞,神ゲー,3
名詞,名作,3
名詞,レビュー,3
名詞,序盤,3
名詞,パズル,3
名詞,再現,3
名詞,a,3
名詞,オリジナル,3
名詞,解除,3
名詞,弾,3
名詞,ルート,3
名詞,歩,3
名詞,s,3
名詞,価値,3
名詞,条件,3
名詞,事件,3
名詞,システム,3
名詞,圧倒的,3
名詞,攻撃,3
名詞,自体,3
名詞,程度,3
名詞,雰囲気,3
名詞,簡単,3
名詞,感動,3
名詞,女性,3
名詞,瞬間,3
名詞,残念,3
名詞,風,3
名詞,場所,3
名詞,ファン,3
名詞,問題,3
名詞,とこ,3
名詞,絶対,3
名詞,w,3
名詞,良い部分,2
名詞,ウィリアム,2
名詞,バイオハザード2,2
名詞,extra,2
名詞,プライス,2
名詞,3d,2
名詞,照準,2
名詞,レクイエム,2
名詞,watch,2
名詞,ラジコン,2
名詞,game,2
名詞,シェリー,2
名詞,硬さ,2
名詞,旧作,2
名詞,改悪,2
名詞,お手本,2
名詞,2週目,2
名詞,プレステ,2
名詞,ジル,2
名詞,グラフィック,2
名詞,クラッシュ,2
名詞,不自由,2
名詞,音響,2
名詞,u,2
名詞,ギミック,2
名詞,完成度,2
名詞,カプコン,2
名詞,徐々,2
名詞,耐久,2
名詞,実績,2
名詞,スムーズ,2
名詞,抜群,2
名詞,ボリューム,2
名詞,マラソン,2
名詞,ムービー,2
名詞,光景,2
名詞,悲鳴,2
名詞,虚無,2
名詞,豆腐,2
名詞,傾向,2
名詞,リリース,2
名詞,現代,2
名詞,出来,2
名詞,道具,2
名詞,刺激,2
名詞,疲労,2
名詞,つき,2
名詞,世界観,2
名詞,回数,2
名詞,達成,2
名詞,混乱,2
名詞,複雑,2
名詞,優秀,2
名詞,h,2
名詞,1000円,2
名詞,ボス,2
名詞,超絶,2
名詞,変化,2
名詞,多く,2
名詞,v,2
名詞,モード,2
名詞,バトル,2
名詞,種類,2
名詞,かなり,2
名詞,進化,2
名詞,フル,2
名詞,全体,2
名詞,初心者,2
名詞,無視,2
名詞,心臓,2
名詞,我,2
名詞,周回,2
名詞,魅力,2
名詞,b,2
名詞,作り,2
名詞,便利,2
名詞,おっさん,2
名詞,変更,2
名詞,完璧,2
名詞,鬼,2
名詞,ステージ,2
名詞,YouTube,2
名詞,面倒,2
名詞,感情,2
名詞,デザイン,2
名詞,何度,2
名詞,真面目,2
名詞,印象,2
名詞,意識,2
名詞,満足,2
名詞,違い,2
名詞,休憩,2
名詞,感覚,2
名詞,移動,2
名詞,リアル,2
名詞,部分,2
名詞,間違い,2
名詞,どちら,2
名詞,枠,2
名詞,想像,2
名詞,タイミング,2
名詞,理解,2
名詞,側,2
名詞,時代,2
名詞,感謝,2
名詞,正直,2
名詞,逆,2
名詞,配信,2
名詞,仕方,2
名詞,まま,2
名詞,完全,2
名詞,相手,2
名詞,綺麗,2
名詞,レベル,2
名詞,マジで,2
名詞,最初,2
名詞,君,2
名詞,キャラ,2
名詞,以上,2
名詞,めちゃくちゃ,2
名詞,上,2
名詞,大好き,2
名詞,普通,2
名詞,www,2
名詞,最近,2
名詞,💦,1
名詞,裏編,1
名詞,表編,1
名詞,復号,1
名詞,令和,1
名詞,バイオハミック,1
名詞,タマギレ,1
名詞,ゾンビコメディ,1
名詞,ソウルライクゲー,1
名詞,セール価格,1
名詞,エイダミュージカル,1
名詞,エイダァ,1
名詞,zombie,1
名詞,thish,1
名詞,the original,1
名詞,syc,1
名詞,shucks,1
名詞,remaster,1
名詞,qmdm,1
名詞,mr.x,1
名詞,mim,1
名詞,melhor,1
名詞,lf,1
名詞,hazard,1
名詞,gati,1
名詞,franquia,1
名詞,crashes,1
名詞,cnciw,1
名詞,biohazard hd remaster,1
名詞,収得,1
名詞,メトロイドヴァニア,1
名詞,biohazard,1
名詞,浸入,1
名詞,kami,1
名詞,sometimes,1
名詞,ロケラン,1
名詞,ガンシューティング,1
名詞,pra,1
名詞,レティクル,1
名詞,ラクーンシティ,1
名詞,設定ファイル,1
名詞,rta,1
名詞,レベルデザイン,1
名詞,apex,1
名詞,ラクーン,1
名詞,役不足,1
名詞,ユーザビリティ,1
名詞,ベセスダ,1
名詞,rpg,1
名詞,直4,1
名詞,ガンアクション,1
名詞,インベントリ,1
名詞,追跡者,1
名詞,nvidia,1
名詞,ゾンビゲー,1
名詞,アネット,1
名詞,re:,1
名詞,おおげさ,1
名詞,ps5,1
名詞,hd,1
名詞,its,1
名詞,手ごろ,1
名詞,水音,1
名詞,御膳,1
名詞,インゴット,1
名詞,dlc,1
名詞,一人称視点,1
名詞,ツルハシ,1
名詞,銃器,1
名詞,妙齢,1
名詞,典型例,1
名詞,fun,1
名詞,旧来,1
名詞,ザッピング,1
名詞,ーーーーーッ,1
名詞,御託,1
名詞,アンブレラ,1
名詞,全弾,1
名詞,da,1
名詞,25時間,1
名詞,閉塞感,1
名詞,better,1
名詞,siri,1
名詞,ta,1
名詞,下水道,1
名詞,紙類,1
名詞,費用対効果,1
名詞,手がかり,1
名詞,抜け道,1
名詞,うな重,1
名詞,総評,1
名詞,リスタート,1
名詞,洋館,1
名詞,ゲームプレイ,1
名詞,going,1
名詞,マグナム,1
名詞,ノスタルジー,1
名詞,没入,1
名詞,先行き,1
名詞,陳腐,1
名詞,リトライ,1
名詞,神作,1
名詞,解決方法,1
名詞,カタルシス,1
名詞,暴君,1
名詞,混戦,1
名詞,踏襲,1
名詞,原作ファン,1
名詞,ミスマッチ,1
名詞,既,1
名詞,お構い,1
名詞,30分間,1
名詞,随所,1
名詞,関連性,1
名詞,最新版,1
名詞,75%,1
名詞,ドライバ,1
名詞,矛先,1
名詞,mod,1
名詞,アクションゲーム,1
名詞,暗転,1
名詞,ハンドガン,1
名詞,見殺し,1
名詞,行程,1
名詞,触発,1
名詞,命がけ,1
名詞,パラレルワールド,1
名詞,好青年,1
名詞,ポリゴン,1
名詞,懐中電灯,1
名詞,はた,1
名詞,ビビリ,1
名詞,30周年,1
名詞,文句なし,1
名詞,cod,1
名詞,手探り,1
名詞,コンテナ,1
名詞,どうしてこうなった,1
名詞,クリーチャー,1
名詞,プラグ,1
名詞,無制限,1
名詞,紛れ,1
名詞,欠如,1
名詞,マゾ,1
名詞,体現,1
名詞,背面,1
名詞,but,1
名詞,全編,1
名詞,サスペンス,1
名詞,リソース,1
名詞,ボディー,1
名詞,自由度,1
名詞,リアリティ,1
名詞,臆病,1
名詞,作風,1
名詞,捜索,1
名詞,研究所,1
名詞,客観,1
名詞,フルボッコ,1
名詞,army,1
名詞,賛否両論,1
名詞,記念に,1
名詞,ai,1
名詞,グラデーション,1
名詞,サバイバー,1
名詞,強敵,1
名詞,対処法,1
名詞,本文,1
名詞,20年前,1
名詞,リプレイ,1
名詞,当社比,1
名詞,メモ帳,1
名詞,傑作,1
名詞,お化け屋敷,1
名詞,格段,1
名詞,クイック,1
名詞,入門,1
名詞,異次元,1
名詞,深み,1
名詞,回そう,1
名詞,大昔,1
名詞,絵面,1
名詞,極限,1
名詞,bio,1
名詞,むずい,1
名詞,質感,1
名詞,時系列,1
名詞,反撃,1
名詞,ひとは,1
名詞,枯渇,1
名詞,減少,1
名詞,脅威,1
名詞,蓄積,1
名詞,限度,1
名詞,振動,1
名詞,つながり,1
名詞,サバイバル,1
名詞,何もかも,1
名詞,弾丸,1
名詞,直近,1
名詞,バリエーション,1
名詞,絶望的,1
名詞,4th,1
名詞,忠実,1
名詞,台無し,1
名詞,暴れ,1
名詞,ヒヤヒヤ,1
名詞,ネック,1
名詞,トリガー,1
名詞,感度,1
名詞,近年,1
名詞,緩和,1
名詞,最新作,1
名詞,中断,1
名詞,リモコン,1
名詞,存在感,1
名詞,暗闇,1
名詞,向上,1
名詞,重さ,1
名詞,ナイフ,1
名詞,別物,1
名詞,居場所,1
名詞,意味不明,1
名詞,積極,1
名詞,精進,1
名詞,精度,1
名詞,数回,1
名詞,ヘッド,1
名詞,これら,1
名詞,遥か,1
名詞,with,1
名詞,だったん,1
名詞,やめ,1
名詞,苦,1
名詞,g,1
名詞,e,1
名詞,残,1
名詞,好評,1
名詞,押し,1
名詞,保管,1
名詞,深刻,1
名詞,格闘,1
名詞,前作,1
名詞,my,1
名詞,投下,1
名詞,ステップ,1
名詞,正常,1
名詞,大幅,1
名詞,歩き,1
名詞,ハーブ,1
名詞,廃止,1
名詞,危機,1
名詞,丁度,1
名詞,通し,1
名詞,麻痺,1
名詞,しば,1
名詞,ケチ,1
名詞,りま,1
名詞,ショット,1
名詞,テンポ,1
名詞,過程,1
名詞,2nd,1
名詞,最適,1
名詞,稀,1
名詞,モーション,1
名詞,欲望,1
名詞,無難,1
名詞,適度,1
名詞,対処,1
名詞,一定,1
名詞,構造,1
名詞,動作,1
名詞,特有,1
名詞,己,1
名詞,終盤,1
名詞,まとめ,1
名詞,恒例,1
名詞,通路,1
名詞,成立,1
名詞,コントローラー,1
名詞,取得,1
名詞,楽しさ,1
名詞,角度,1
名詞,オープニング,1
名詞,あほ,1
名詞,向き,1
名詞,路線,1
名詞,板,1
名詞,独特,1
名詞,要求,1
名詞,不具合,1
名詞,ビジュアル,1
名詞,箇所,1
名詞,進行,1
名詞,そのため,1
名詞,図書館,1
名詞,エンジン,1
名詞,バスケ,1
名詞,地図,1
名詞,不便,1
名詞,3分,1
名詞,全体的,1
名詞,4回,1
名詞,エンディング,1
名詞,おまけ,1
名詞,頻度,1
名詞,順,1
名詞,全滅,1
名詞,画質,1
名詞,入手,1
名詞,本音,1
名詞,停止,1
名詞,規制,1
名詞,k,1
名詞,最中,1
名詞,セクシー,1
名詞,判定,1
名詞,一本,1
名詞,描写,1
名詞,発売日,1
名詞,設置,1
名詞,寄り,1
名詞,なんとかなる,1
名詞,ファイル,1
名詞,is,1
名詞,濃厚,1
名詞,角,1
名詞,実現,1
名詞,顎,1
名詞,エラー,1
名詞,基準,1
名詞,i,1
名詞,5時間,1
名詞,ボケ,1
名詞,つまり,1
名詞,銃,1
名詞,ホール,1
名詞,喜び,1
名詞,駐車場,1
名詞,そのもの,1
名詞,効率,1
名詞,質,1
名詞,あるかな,1
名詞,驚き,1
名詞,級,1
名詞,価格,1
名詞,ゲー,1
名詞,ケツ,1
名詞,快適,1
名詞,めん,1
名詞,破壊,1
名詞,出張,1
名詞,エリア,1
名詞,バージョン,1
名詞,うえ,1
名詞,放題,1
名詞,戦闘,1
名詞,修正,1
名詞,本編,1
名詞,着,1
名詞,最新,1
名詞,きれい,1
名詞,段階,1
名詞,複数,1
名詞,遭遇,1
名詞,雑,1
名詞,事前,1
名詞,パート,1
名詞,雑魚,1
名詞,あい,1
名詞,空間,1
名詞,大,1
名詞,管理,1
名詞,所持,1
名詞,新た,1
名詞,処理,1
名詞,番号,1
名詞,m,1
名詞,最大,1
名詞,オフ,1
名詞,アリ,1
名詞,見事,1
名詞,思考,1
名詞,キャラクター,1
名詞,振り,1
名詞,済み,1
名詞,モンスター,1
名詞,p,1
名詞,範囲,1
名詞,ルール,1
名詞,発見,1
名詞,倍,1
名詞,発生,1
名詞,方向,1
名詞,ソフト,1
名詞,得意,1
名詞,不足,1
名詞,仕様,1
名詞,窓,1
名詞,判断,1
名詞,一切,1
名詞,選択肢,1
名詞,デビュー,1
名詞,成功,1
名詞,子ども,1
名詞,挑戦,1
名詞,食,1
名詞,評価,1
名詞,3回,1
名詞,ランク,1
名詞,以下,1
名詞,余計,1
名詞,直接,1
名詞,以来,1
名詞,欲,1
名詞,すべて,1
名詞,精神,1
名詞,スタッフ,1
名詞,スタイル,1
名詞,がち,1
名詞,登場,1
名詞,距離,1
名詞,注意,1
名詞,ドキドキ,1
名詞,センス,1
名詞,落ち,1
名詞,完成,1
名詞,ひと,1
名詞,後半,1
名詞,アップ,1
名詞,付き,1
名詞,光,1
名詞,データ,1
名詞,壁,1
名詞,後悔,1
名詞,ps4,1
名詞,映像,1
名詞,緊張,1
名詞,機能,1
名詞,以降,1
名詞,なんだろう,1
名詞,犬,1
名詞,辺り,1
名詞,連続,1
名詞,ポイント,1
名詞,身,1
名詞,武器,1
名詞,現在,1
名詞,たび,1
名詞,以前,1
名詞,何回,1
名詞,メイン,1
名詞,値段,1
名詞,好み,1
名詞,用意,1
名詞,状況,1
名詞,アホ,1
名詞,汗,1
名詞,経験,1
名詞,割,1
名詞,感想,1
名詞,下手,1
名詞,無駄,1
名詞,どこか,1
名詞,後ろ,1
名詞,友人,1
名詞,ドラマ,1
名詞,アプリ,1
名詞,シーン,1
名詞,最悪,1
名詞,ガチ,1
名詞,画面,1
名詞,セット,1
名詞,戦,1
名詞,音楽,1
名詞,おかげ,1
名詞,ぶり,1
名詞,対応,1
名詞,衣装,1
名詞,不安,1
名詞,個人的,1
名詞,安心,1
名詞,皆さん,1
名詞,急,1
名詞,愛,1
名詞,可能性,1
名詞,余裕,1
名詞,普段,1
名詞,そうだ,1
名詞,理由,1
名詞,途中,1
名詞,つもり,1
名詞,下,1
名詞,確認,1
名詞,д,1
名詞,是非,1
名詞,勝手,1
名詞,情報,1
名詞,びっくり,1
名詞,期待,1
名詞,場合,1
名詞,一人,1
名詞,全て,1
名詞,マジ,1
名詞,足,1
名詞,人生,1
名詞,2人,1
名詞,神,1
名詞,かな,1
名詞,必要,1
名詞,部屋,1
名詞,しない,1
名詞,結局,1
名詞,はず,1
名詞,久しぶり,1
名詞,意味,1
名詞,最後,1
名詞,僕,1
名詞,声,1
名詞,気持ち,1
名詞,頭,1
名詞,大丈夫,1
名詞,ω,1
名詞,笑,1
動詞,思う,34
動詞,できる,23
動詞,感じる,12
動詞,楽しめる,10
動詞,いく,10
動詞,すぎる,8
動詞,遊ぶ,7
動詞,比べる,6
動詞,動く,6
動詞,しまう,6
動詞,楽しむ,5
動詞,違う,5
動詞,買う,5
動詞,追う,4
動詞,慣れる,4
動詞,足りる,4
動詞,合う,4
動詞,気づく,4
動詞,疲れる,4
動詞,おく,4
動詞,くださる,4
動詞,言う,4
動詞,やり直す,3
動詞,追いかける,3
動詞,ビビる,3
動詞,こむ,3
動詞,含める,3
動詞,進める,3
動詞,迷う,3
動詞,探す,3
動詞,しれる,3
動詞,つく,3
動詞,やめる,3
動詞,分かる,3
動詞,作る,3
動詞,考える,3
動詞,出来る,3
動詞,使う,3
動詞,終わる,3
動詞,わかる,3
動詞,見る,3
動詞,見合う,2
動詞,破る,2
動詞,与える,2
動詞,通る,2
動詞,いれる,2
動詞,狙う,2
動詞,寄る,2
動詞,残す,2
動詞,驚く,2
動詞,逃げる,2
動詞,触る,2
動詞,抜ける,2
動詞,聞こえる,2
動詞,思える,2
動詞,諦める,2
動詞,ハマる,2
動詞,覚える,2
動詞,まくる,2
動詞,上がる,2
動詞,取る,2
動詞,いただく,2
動詞,始める,2
動詞,書く,2
動詞,出す,2
動詞,行う,2
動詞,入れる,2
動詞,死ぬ,2
動詞,持つ,2
動詞,聞く,2
動詞,ちゃう,2
動詞,くれる,2
動詞,出あう,1
動詞,とびかかる,1
動詞,かちあう,1
動詞,つんざく,1
動詞,行き詰る,1
動詞,舐る,1
動詞,かこむ,1
動詞,薄まる,1
動詞,すくむ,1
動詞,散りばめる,1
動詞,打ち勝つ,1
動詞,処す,1
動詞,踏み入れる,1
動詞,驚かす,1
動詞,散らばる,1
動詞,勝る,1
動詞,撃てる,1
動詞,延びる,1
動詞,削ぐ,1
動詞,思い立つ,1
動詞,占める,1
動詞,狙える,1
動詞,生じる,1
動詞,否める,1
動詞,飢える,1
動詞,吹き飛ぶ,1
動詞,伏せる,1
動詞,引き込む,1
動詞,味わえる,1
動詞,引き出す,1
動詞,途切れる,1
動詞,見届ける,1
動詞,かじる,1
動詞,怖がる,1
動詞,喰らう,1
動詞,貫く,1
動詞,応じる,1
動詞,戦える,1
動詞,蘇る,1
動詞,生み出す,1
動詞,曲がる,1
動詞,盛り上げる,1
動詞,まとまる,1
動詞,解く,1
動詞,移る,1
動詞,つながる,1
動詞,倒せる,1
動詞,まえる,1
動詞,ぶち込む,1
動詞,まわる,1
動詞,隠れる,1
動詞,疑う,1
動詞,掴む,1
動詞,撃つ,1
動詞,足る,1
動詞,通す,1
動詞,広がる,1
動詞,貸す,1
動詞,受け入れる,1
動詞,目立つ,1
動詞,増す,1
動詞,いえる,1
動詞,控える,1
動詞,並べる,1
動詞,込む,1
動詞,巻く,1
動詞,埋める,1
動詞,下げる,1
動詞,現れる,1
動詞,返る,1
動詞,遊べる,1
動詞,わける,1
動詞,近づく,1
動詞,あり,1
動詞,ふざける,1
動詞,いじる,1
動詞,やってくる,1
動詞,戻す,1
動詞,とれる,1
動詞,祈る,1
動詞,気に入る,1
動詞,触れる,1
動詞,倒れる,1
動詞,間違う,1
動詞,泣ける,1
動詞,うつ,1
動詞,戦う,1
動詞,たまる,1
動詞,投げる,1
動詞,見つかる,1
動詞,頂ける,1
動詞,得る,1
動詞,離れる,1
動詞,押す,1
動詞,進む,1
動詞,殺す,1
動詞,おもう,1
動詞,させる,1
動詞,打つ,1
動詞,繋がる,1
動詞,信じる,1
動詞,残る,1
動詞,消える,1
動詞,もつ,1
動詞,買える,1
動詞,許す,1
動詞,すげる,1
動詞,取れる,1
動詞,上げる,1
動詞,頼む,1
動詞,困る,1
動詞,続く,1
動詞,なれる,1
動詞,もらえる,1
動詞,流れる,1
動詞,続ける,1
動詞,居る,1
動詞,落ちる,1
動詞,戻る,1
動詞,思い出す,1
動詞,変える,1
動詞,増える,1
動詞,送る,1
動詞,当たる,1
動詞,かかる,1
動詞,とく,1
動詞,変わる,1
動詞,行ける,1
動詞,とる,1
動詞,おる,1
動詞,もらう,1
動詞,帰る,1
動詞,知る,1
動詞,入る,1
動詞,出る,1
動詞,行く,1
形容詞,怖い,23
形容詞,面白い,22
形容詞,良い,12
形容詞,楽しい,11
形容詞,いい,11
形容詞,素晴らしい,9
形容詞,よい,8
形容詞,ほしい,7
形容詞,難しい,5
形容詞,おもろい,4
形容詞,悪い,4
形容詞,遊びやすい,3
形容詞,古い,3
形容詞,短い,3
形容詞,うまい,3
形容詞,しんどい,3
形容詞,強い,3
形容詞,無い,3
形容詞,固い,2
形容詞,気持ちいい,2
形容詞,こわい,2
形容詞,少ない,2
形容詞,悲しい,2
形容詞,新しい,2
形容詞,高い,2
形容詞,すごい,2
形容詞,喜ばしい,1
形容詞,見づらい,1
形容詞,ふさわしい,1
形容詞,むずかしい,1
形容詞,数少ない,1
形容詞,やりやすい,1
形容詞,凄まじい,1
形容詞,とてつもない,1
形容詞,面倒くさい,1
形容詞,硬い,1
形容詞,つまらない,1
形容詞,しやすい,1
形容詞,暗い,1
形容詞,細かい,1
形容詞,狭い,1
形容詞,ものすごい,1
形容詞,濃い,1
形容詞,薄い,1
形容詞,おもしろい,1
形容詞,かっこよい,1
形容詞,きつい,1
形容詞,忙しい,1
形容詞,遅い,1
形容詞,辛い,1
形容詞,凄い,1
形容詞,やばい,1
形容詞,多い,1
形容詞,早い,1
形容詞,欲しい,1
形容詞,可愛い,1
感動詞,うお,1